Sample.number,AceticAcid,Creatinine,Succinate,Acetaminophen,CitraconicAcid,L-Glycine,BenzoicAcid,L-Phenylalanine,L-Methionine,GlycolicAcid,L-GlutamicAcid,2-AminoAdipicAcid,3-PhosphoglycericAcid,L-Proline,KynurenicAcid,L-Arginine,D-Sorbitol,L-Ornithine,MandelicAcid,GlutaricAcid,Xylitol,Phenethylamine,L-Glutamine,3-PhenylPropionicAcid,Malonate,Propionate,L-Tyrosine,Threitol,L-Serine,L-Citrulline,trans-4-Hydroxy-L-Proline,L-Alanine,D-Mannose,Azelaic Acid,3-Hydroxybutyrate,2-MethylglutaricAcid,L-Tryptophane,L-Lysine,Spermidine,Butyrate,GABA,L-Arabitol,Galactitol,Dihydroxyacetone-phosphate,Dimethylamine,L-Anserine,Cytosine,Retinal,5-AminoValericAcid,PropyleneGlycol,Acetoacetate,2-Propanol,PhenylglyoxylicAcid,N-AcetylneuraminicAcid,L-Isoleucine,UrocanicAcid,4-HydroxyphenylAceticAcid,LinoleicAcid,N-Acetyl-L-AsparticAcid,MethylmalonicAcid,L-Valine,OleicAcid,HomovanillicAcid,IsovalericAcid,alpha-HydroxyisobutyricAcid,Acetone,O-Acetyl-L-Carnitine,PhosphoglycolicAcid,Dihydrothymine,D-Galactosamine,ThreonicAcid,IsocitricAcid,Ethanolamine,Putrescine,Lactose,Glycerol,Taurine,AscorbicAcid,PyroglutamicAcid,Indoxylsulfate,"1,3-Diaminopropane",L-Carnosine,Levoglucosan,Myo-Inositol,1-Methylhydantoin,NADP,Trimethylamine,4-EthylPhenol,TMAO,CholineChloride,Lactate,D-GluconicAcid,Creatine,Citrate,D-Fructose,Hypotaurine,D-Fucose,3-Methylxanthine,L-Cysteine,PimelicAcid,L-Aspartate,QuinolinicAcid,L-Arabinose,L-Histidine,D-Glucosamine,L-Threonine,Valerate,Beta-Alanine,gamma-LinolenicAcid,GlutaconicAcid,HippuricAcid,trans-FerulicAcid,3-MethyladipicAcid,Trigonelline,L-Glutathione-oxidized,VanillicAcid,Sarcosine,Glycerophosphocholine,SyringicAcid,Canthaxanthin,Coenzyme-Q10,D-GalacturonicAcid,L-Rhamnose,DehydroAscorbicAcid,D-GlucuronicAcid,GlycericAcid,SaccaricAcid,Glycogen,MalicAcid,L-Glutathione-reduced,2-Deoxycytidine,AdipicAcid,2-Deoxyguanosine,L-Leucine,Methanol,Methylguanidine,1-Methyl-L-Histidine,Dimethylsulfone,3-Methyl-L-Histidine,GuanidinoaceticAcid,L-Cystine,LevulinicAcid,GTP,2-Oxoglutarate,Betaine,Formate,2-PhosphoglycericAcid,D-Maltose,UDPG,StearicAcid,dAMP,Phosphocholine,N-Acetylglycine,Biliverdin,D-Xylose,D-Glucose-6-Phosphate,DocosahexaenoicAcid,NicotinuricAcid,S-Acetamidomethylcysteine,L-Asparagine,D-Glucose,Trans-AcotinicAcid,beta-HydroxyisovalericAcid,Uracil,D-Ribose,UMP,Methylamine,Dimethylglycine,L-Carnitine,EthylmalonicAcid,UTP,2-HydroxyphenylAceticAcid,4-AminoHippuricAcid,PantothenicAcid,beta-Carotene,7-Methylxanthine,TartaricAcid,2-PicolinicAcid,NAD,D-Galactose,3-HydroxyphenylAceticAcid,UDP,"D-Ribulose-1,5-bisphosphate",Chlorophyll-a,Phosphoenolpyruvate,Pyrocatechol,Uridine,Pyruvic-Acid,Cadaverine,SebacicAcid,GMP,2-Oxobutyrate
Sample_5046,0.01300341,0.01635497,0.00113106,0.00045158,0.0007354,0.01287903,0.00770661,0.00061148,0,0,0.00228695,0.00160099,0,0.00256698,0,0.00242914,0.00081168,0,0,0.00084933,0.00301335,0.00087706,0,0.0005503,0,0,0,0,0.00225388,0.00204195,0,0.00059761,0,0,0.00173554,0.00056129,0,0,0,0,0.00058885,0.00234609,0.00079359,0.00026629,0.00070561,0,0,0.00015926,0.00053054,0.00044774,0.00017646,0.00312573,0,0.00030692,0.00027957,0.00042028,0.00031411,0.00038417,0,0,0,0.00049753,0,0,0.00024731,0,0,0.00446447,0.00446384,0,0.00248988,0.00133327,0,0,0.00129378,0.00149506,0.00138073,0,0.00128849,0.00089012,0.00127398,0,0,0.00062051,0,0,0,0.00082183,0.00121431,0.00028275,0,0,0.00349423,0,0,0,0,0,0,0,0,0,0.00111942,0,0.00101591,0,0,0,0,0,0.00104243,0,0,0.00031889,0,0,0,0,0,0,0,0,0.00133377,0,0,0,0,0,0,0,0,0.00059984,0,0,0,0.00028579,0,0,0,0,0,0,0,0,0,0.00092022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00030093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sample_5047,0,0.023325,0,0,0,0.00309882,0,0,0,0.00208147,0.00132452,0.00174825,0.00139792,0.00208672,0,0.00209171,0,0.00151933,0,0,0.00084711,0.00056342,0.00126759,0.0005419,0.0008286,0,0,0.00144443,0,0.00166378,0.00085865,0.00086035,0,0,0,0,0,0,0.00105355,0,0.00052439,0.0018018,0,0.00039855,0.00075215,0.00055867,0,0.00017814,0.00070003,0.0004987,0,0.00021776,0,0,0.0002847,0,0,0.00032676,0,0.00037434,0,0.00038115,0,0,0.00012463,0,0.0001124,0,0.0020202,0,0.00183601,0.00249113,0,0,0.0016394,0,0.00121043,0,0.00182228,0,0.00048307,0,0.00060842,0.00054729,0,0,0,0.00064176,0.00105249,0.00015984,0,0.00111721,0.00090061,0.00122893,0,0.00110362,0.00089491,0,0,0,0.00157261,0,0.00118992,0,0.00096102,0.00054459,0,0.00081332,0,0,0.00061772,0,0,0,0,0,0,0,0,0,4.56E-05,0.00202883,0.00182794,0,0,0.00130848,0.00111126,0.00126133,0.00194922,0.00079408,0,0.00122318,0,0.00025699,0,0.00026307,0,0,0,0,0,0,0,0.00044957,0.00027743,0,0,0.00079366,0,0.00029363,0,0,0,0.00036989,0.0007708,0.00162249,0,0,0,0,0.00099409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00150919,0,0,0,0.0002389,0,0,0,0,0,0,0,0
Sample_5048,0,0.01979841,0,0,0,0.00175375,0,0.00079488,0,0,0.00228125,0.00155569,0.00159087,0.00205907,0,0.00206322,0,0.00201066,0,0,0,0.00076151,0,0.00054363,0,0,0,0.00140323,0.00226971,0.00222729,0,0.00087325,0,0,0,0,0.00069962,0,0,0,0,0,0.00056216,0.0003816,0.00059531,0,0,0.00017651,0,0.00033763,0,0.00016079,0,0.00039364,0.0002482,0,0.0004086,0.00040691,0,0.00034131,0,0.0003647,0,0,0.00019665,0,0.00017387,0,0,0,0.00213745,0.0016996,0,0,0.00216683,0,0.00212585,0,0.00149216,0,0.00121473,0.00108355,0.0009336,0,0,0,0,0.00045341,0.00042154,0.00012431,0,0,0,0.00113359,0.00158955,0.00115636,0.00080497,0,0,0,0.00126969,0,0.00176598,0,0.00081311,0.00082364,0,0.00098606,0,0,0.00208797,0,0,0.00048228,0.00063088,0,0,0,0,5.62E-05,4.87E-05,0,0.00149752,0,0,0.0021878,0,0.00153416,0.00154837,0,0.00088263,0,0,0,0,0,0,0,0,0,0.0008375,0,0,0,0,0,0,0,0,0,0.00071301,0,0,0,0.00101292,0,0,0,0,0,0,0,0,0.00057914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00128598,0,0,0,0,0,0,0
Sample_5049,0,0.02338893,0,0,0,0.00217236,0,0.00083537,0,0,0.00160676,0.00119433,0.00127159,0.0018487,0,0.00168795,0,0,0,0,0.00092232,0.0004859,0,0.00049217,0,0,0,0.00128113,0,0.00195632,0,0.00045473,0,0,0,0.0004647,0,0,0,0,0.0004804,0.00106961,0,0,0.00066346,0,0,0.00015951,0.00056315,0,0,0.00046579,0,0,0.00025391,0,0,0.00036835,0.00053564,0.00028653,0,0.00034505,0,0,0.00021974,0,0.00014692,0.00427289,0.0010624,0,0.00178204,0.0023453,0,0,0.00165067,0,0.00155033,0,0.00151717,0,0.00101329,0.00109102,0,0,0,0,0,0,0.00083739,0.00042472,0,0,0,0.00116952,0,0.0009944,0.00088933,0,0,0,0.00133527,0,0.00180132,0,0.00096887,0,0,0.00072721,0,0,0.00127169,0,0,0.00086869,0.00080587,0,0,0,0,9.40E-05,0,0,0.00203877,0,0,0,0,0.00094959,0.00192473,0,0,0.00045191,0,0,0,0.00027963,0,0,0,0,0.00089724,0,0,0.00067368,0,0.00074582,0,0.0010847,0,0.00048338,0.00073086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sample_5050,0.00282347,0.02712608,0.00062692,0.0008144,0.00056987,0,0.00199519,0.00115289,0.00024653,0,0.00241042,0.00154695,0.00190145,0.00160744,0.00070082,0.00090011,0,0.00195251,0,0,0.00101723,0.00067839,0,0.00063422,0,0.0004031,0.00041622,0.00307326,0,0.00102412,0.00105321,0,0,0,0,0.00039371,0.00055908,0.00088909,0.00096992,0,0,0,0,0.00048232,0.00066562,0.00085235,0,0.00018721,0,0.00068529,0.00017578,0.00026137,0.00046091,0,0.00034937,0,0.00051907,0.00043332,0.00036055,0.0004393,0,0.00056936,0,0,0.00018114,0,0,0.00612516,0,0,0.00164773,0.00234577,0,0,0.0015239,0.00056962,0,0,0.0016736,0.00078118,0.00072915,0,0,0.00103795,0,0,0,0.00037157,0.00114478,0,0,0,0,0.00204228,0,0.00164143,0.00090496,0,0.00254998,0,0,0,0.00355429,0,0.00089413,0.00090039,0,0.00131462,0,0.00098802,0,0.00044135,0,0,0.00031243,0.0005047,0.00027675,0,0,9.01E-05,5.65E-05,0,0,0,0,0,0.00093014,0.00161465,0,0.00100776,0.00105306,0.00064472,0.00047558,0,0,0,0,0.00017318,0,0,0.00078416,0,0,0.00050675,0,0.00100333,0,0,0,0.00073691,0.00057952,0,0,0,0,0.00213922,0,0,0,0.00124697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00059524,0,0,0,0,0,0
Sample_5051,0,0.03106699,0,0,0,0.00257614,0,0.00093859,0,0.00181816,0.00202064,0.00133011,0,0.002328,0,0.0025267,0,0,0,0,0.00084606,0,0.00165578,0.00047553,0,0,0.00047225,0.00138474,0.00181485,0.00203876,0,0.00068964,0,0,0,0,0.00066341,0,0,0,0,0,0,0.00029567,0.00073211,0.00044922,0,0.00016675,0,0,0,0,0,0.00041387,0.00027007,0,0,0.00035253,0,0.00054726,0,0.00021678,0,0,0.00036132,0,0.00015587,0,0,0,0.00117904,0.00159556,0.00103401,0.00093828,0.00179134,0,0.00160732,0,0.00154489,0,0.00108856,0,0.00084586,0,0,0,0,0,0,0.00018858,0,0,0,0.00068901,0.00087045,0.00087201,0.00064436,0,0.00157022,0,0,0,0.00135181,0,0.00081905,0.00077024,0,0.0007771,0,0,0.00062808,0,0.00062035,0,0,0,0,0,0,0,5.37E-05,0,0.00142386,0,0,0,0.00080481,0.00104382,0.00148234,0.00064399,0.00100798,0,0,0.00028253,0,0.00029245,0,0.00025185,0,0,0.00067235,0,0,0,0.00049231,0,0,0,0,0,0,0,0,0,0.00110145,0.00114426,0,0,0.00032673,0,0,0,0,0,0,0,0,0,0.00032423,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00041883,0,0,0,0,0,0,0,0,0
Sample_5052,0.00167827,0.02442814,0,0,0,0.00401045,0.00240374,0.00082823,0,0,0.00266573,0.00215198,0.00159317,0.00163246,0,0.00224598,0,0,0,0,0.00078592,0.00116683,0,0.00059572,0,0,0,0.001441,0.0021557,0,0,0.00048924,0,0,0.00028154,0,0.00055109,0,0.00073374,0,0,0,0,0.00036741,0.00089613,0,0,0.00025038,0,0,0.00023432,0,0,0,0,0,0.00056131,0.00022776,0.00031694,0.00080682,0,0,0,0,0.00016727,0.00014645,0.00015209,0,0.00037634,0,0.00173119,0.00218702,0.00088945,0,0.00197829,0,0.00080522,0,0,0.00065488,0.00076121,0.00089012,0,0,0,0,0,0.0005719,0.00639663,0.00012159,0.00193945,0,0.00234878,0.001138,0.00105149,0.00107608,0,0,0,0,0.0013758,0,0.00199965,0,0.00070247,0,0,0.00122424,0,0,0.00268741,0,0,0,0,0,0,0,0,0.00012478,4.01E-05,0,0,0,0,0,0,0.00126805,0.00133485,0,0.00081762,0.00051753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00065723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00021621,0,0,0,0,0,0,0,0,0,0,0,0,0.00098625,0,0,0,0,0,0,0,0,0,0,0
Sample_5053,0.00536847,0.02737313,0.00069581,0,0,0,0.00431889,0.00064577,0,0,0.00188479,0.00133199,0.00127563,0.00168705,0,0.00092679,0,0.00164814,0,0,0.0012564,0.00040166,0,0.00065437,0.00092595,0,0.0005933,0.00092532,0,0.00150178,0.00087245,0.001207,0,0,0,0,0.00060356,0,0.00109961,0,0,0.00141945,0,0.00034333,0.00104492,0.00067038,0,0,0,0.00025913,0,0,0,0,0,0,0.00076379,0.0005337,0,0.00058295,0,0.00026621,0.000179,0,0,0.00013016,0.00013444,0,0,0,0.00107483,0.00235292,0,0,0.00200894,0.00057908,0,0,0.00142148,0,0.00083968,0,0.00099296,0.0013974,0,0,0,0,0.00335659,0.00013011,0,0,0,0.00123462,0.00146162,0.0012022,0.00068015,0,0,0,0.002096,0,0.00181441,0,0.00089542,0.00089569,0,0.00157717,0,0.00070181,0,0.00030426,0,0.00025083,0.00039278,0,0,0,0,0.00010153,5.06E-05,0.00201073,0.00130545,0,0,0.00152198,0.00127884,0.00114956,0.00272624,0,0,0.0006471,0,0,0.00073338,0.00025175,0,0,0,0,0.00088815,0,0.00063872,0.00051513,0,0.00113407,0,0.00074585,0,0.00044481,0,0.00063509,0,0.00035466,0.00070603,0.00164932,0,0,0,0,0,0,0.00035371,0,0,0,0,0.00036185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00058226,0,0,0,0,0
Sample_5054,0.00447572,0.02727664,0,0,0,0.00047555,0.00084291,0,0,0.00129197,0.00119875,0.00100512,0,0.00251482,0.00060237,0.00155162,0,0,0,0,0.00131988,0.00067372,0.00115801,0.00058818,0,0.00044893,0,0.00142714,0,0.00171031,0.00141801,0,0,0,0,0.00036377,0.00052071,0,0.00094566,0,0.00052173,0.00215824,0,0.00052722,0.00094161,0,0,0.0001816,0.00058206,0.001091,0,0.00041933,0,0,0.00029553,0,0,0.00047122,0.00031151,0,0,0.0003545,0,0,0.00028336,0.00011589,0.00013743,0.00370144,0.00092631,0.00218284,0.00276065,0.00139537,0,0,0.00205241,0.0007634,0,0.00165465,0.00166782,0,0.00114715,0.00144294,0,0,0,0.00050738,0,0,0.0019862,0,0.00177633,0,0.00309765,0,0.00108306,0.00077229,0.00108375,0,0,0,0,0,0.00203886,0,0.00096881,0.0014209,0,0.00047876,0,0,0,0,0,0,0,0,0,0,0,8.47E-05,0,0,0.00131223,0,0,0.00165771,0.00100021,0.00132311,0,0,0,0.00042355,0,0,0.00055402,0.00031568,0,0,0,0.00282088,0.00106123,0.00045423,0,0,0,0.00090136,0,0,0,0.00052649,0,0,0,0.0002415,0,0.00131798,0,0,0.0006498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00037449,0,0,0,0
Sample_5055,0.01709552,0.02672783,0.00076456,0.00031918,0.0038444,0.0043572,0.00134691,0.00108693,0.00026486,0,0.00315103,0.00135785,0.00263482,0.00203635,0,0.00199888,0,0,0,0,0.00054685,0,0,0.00102143,0,0.00061486,0.00030778,0,0,0.00128884,0.00119093,0.00178154,0,0.00070919,0.0004611,0.00071246,0,0.00163353,0.00152002,0,0,0,0,0.00039535,0.00061919,0.00054312,0,0.00017152,0.00067559,0.00045605,0.00018091,0,0,0,0.00024616,0,0.00076635,0.00035425,0,0.00032479,0,0.00028801,0,0,0.0001601,0.00012206,0,0.00378366,0,0,0.00116438,0.00212181,0,0,0.00142345,0.00115576,0,0,0.00136204,0.00098497,0.00079617,0,0,0,0,0,0,0.00061338,0.00113568,0.00023481,0.0008707,0,0.00099696,0.00165517,0,0.0010991,0.00058527,0,0,0,0,0,0.00160777,0,0.00094995,0.00118176,0,0.00124037,0,0,0.00035595,0,0,0,0,0,0,0,0,7.45E-05,0,0.00283015,0.00157492,0,0,0.00136821,0,0.00094106,0.00132447,0,0,0.00086116,0,0,0,0.00024546,0,0.00015802,0,0,0.00202605,0.00035872,0.00059549,0.00068623,0,0.00170648,0,0,0,0.00039259,0.00056582,0,0.00041572,0.00052905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00037967,0,0,0,0,0,0,0,0,0
Sample_5056,0,0.02701534,0,0,0,0.00241151,0,0,0,0.00126953,0.00202419,0.00143153,0.00134239,0.00187422,0,0.00240331,0,0,0,0,0.00074911,0.00072479,0.00186188,0.0005067,0,0,0.00041525,0.00127269,0,0.00205362,0.00168438,0.00104692,0,0.00040052,0.00040661,0.00040521,0.00071134,0,0,0,0,0,0,0.00028768,0.00063901,0,0,0.00020086,0.00061075,0.00033349,0,0,0,0,0.00028872,0,0.00044075,0.00030598,0.00029917,0.00068058,0.00027738,0,0,0,0.00027236,0,0.00018049,0,0,0,0.001999,0.00236885,0,0.00061588,0.00195246,0,0.0017115,0,0.00167376,0,0.00098698,0,0,0.0006267,0,0,0,0,0.00112846,0.00015796,0,0,0.00138583,0.00131824,0,0.00133073,0,0,0,0,0.00178172,0,0.00201048,0,0.00089176,0.00079914,0.00032056,0.00120604,0,0,0.00047824,0,0.00043817,0,0,0,0,0,0.00026629,0,6.11E-05,0,0.00160585,0,0.00151472,0,0.00071411,0.00132891,0.00221882,0.00092878,0,0.00029508,0,0.00026791,0,0.00022542,0,0,0,0,0.00082068,0,0,0.00074517,0,0,0,0,0,0,0,0,0,0,0,0,0.00032553,0,0,0,0,0,0,0,0,0,0,0.00033005,0,0.00042288,0,0,0,0.00022319,0,0,0.00048259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sample_5057,0.01360059,0.02262355,0.00102663,0,0,0,0.00125773,0,0,0.00122641,0.00213623,0.00125465,0.00254643,0.00213063,0.00053935,0.00131112,0.00212923,0,0,0,0.00079667,0.00052245,0,0.00053929,0,0.00055378,0,0.00212232,0.00198511,0.00147001,0.00132529,0,0,0,0,0,0.00069436,0.00102919,0.0013193,0,0.00055016,0,0,0.00039378,0.00080491,0.0006203,0,0.00027582,0.00116396,0.00066114,0,0.00031963,0.00051544,0,0.00032213,0,0.00040375,0,0.00055319,0.00044375,0,0.000503,0.00026972,0,0.00035453,0.0002675,0.00019703,0.0059072,0,0,0.00168312,0.00139179,0.00072495,0,0.00199998,0.00096745,0,0,0,0,0.00076415,0,0,0.00129487,0,0,0,0,0.00139082,0,0.00387711,0,0.00534337,0.01005052,0,0.00090574,0.00113821,0,0,0,0.0019168,0,0.00234716,0,0.00124304,0.00124979,0,0.00094112,0,0.00113673,0.00060114,0.00049529,0,0.00034855,0,0,0.00031873,0,0,9.24E-05,4.50E-05,0.00392476,0.00148337,0,0,0,0,0,0.00152164,0,0,0.00068012,0.00042272,0,0.00057695,0.00049129,0,0.00012721,0,0.00106621,0.00109662,0.00073595,0,0.00103568,0,0.00197089,0,0,0,0,0,0.00076004,0,0,0,0.00153273,0,0,0,0.00113018,0,0,0,0,0,0,0,0,0,0.00050801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00095806,0,0,0,0
Sample_5058,0.00913259,0.02149888,0.00032816,0,0,0.00212482,0,0,0,0,0.00212417,0.00141207,0.00168928,0.00187935,0,0.00248868,0.00098948,0,0,0,0.00107591,0.00091219,0,0.00054783,0.00086924,0.00119117,0.00031607,0,0.00192838,0.0018722,0,0.00082425,0,0,0,0.00058726,0,0,0,0,0.00064065,0,0,0.00035941,0.00066934,0.00071722,0,0.00024848,0.00058017,0.00064375,0.00016035,0.0002074,0,0,0.00028325,0,0.0004028,0.00027397,0.00035968,0,0,0,0,0,0.00018377,0.00010982,0.00022392,0.00317204,0.00054704,0,0.00145169,0,0.00068695,0,0.00119498,0,0.00131746,0,0,0.00072445,0.00100768,0,0,0,0,0,0.00016264,0,0.00725191,0.00013807,0,0,0.00699495,0,0,0,0,0,0,0,0,0,0.00125705,0.00098504,0,0,0,0.00050056,0,0,0.00106675,0,0,0,0,0,0,0,0,0,0,0,0,0.00203712,0,0.00145196,0.00080809,0,0,0,0,0,0,0,0,0.00025654,0,0.00013585,0,0,0,0.00034957,0,0.00064131,0,0,0,0,0,0,0,0,0.00072269,0,0,0,0,0,0,0,0,0.00031161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sample_5059,0,0.00064448,0,0,0,0.00538132,0,0,0,0.01035991,0.00098103,0,0,0.00129476,0,0,0.00251341,0,0,0,0,0,0.00089977,0,0,0,0,0,0,0,0,0.00040856,0.00292727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00026519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00059019,0,0,0,0.00366239,0,0,0,0.01067647,0.00130276,0,0,0,0,0,0,0,0,0,0,0.00296937,0,0.00161095,0.00203114,0.00109777,0.00058634,0,0.00071103,0,0.0030717,0,0,0,0,0.01178011,0,0,0,0,0,0,0,0,0,0,0,0.00025061,0,0,0,0,0,3.13E-05,0,0,0,0.00470055,0.00136406,0,0,0,0.00105497,0,0,0,0,0,0,0,0,0.00339573,0.00563131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00021936,0,0,0,0.02023333,0,0,0,0,0,0,0,0.00011438,0,0,0,0,0.00032472,0,0,0,0,0,0.00320404,0,0,0,0,0,0,0,0,0.00037244,0,0,0
Sample_5060,0.00090062,0.02004274,0,0.000285,0,0.00529872,0.00281774,0.00108146,0,0,0.0022045,0.00190425,0.00212414,0.00155838,0,0.00190964,0,0.0014894,0,0,0.00104469,0.00106473,0.00100966,0.00057813,0,0,0.00045028,0.0013027,0,0.00133118,0,0.00069592,0,0,0,0,0.00063998,0,0.00072598,0,0,0,0,0.00040715,0.00072257,0.00032526,0,0.00019758,0,0,0.00022236,0.00025621,0,0,0.0002859,0,0.00074116,0.00031563,0.00040252,0,0,0.00032867,0,0,0.00015424,0,0.00014886,0,0,0,0.00170033,0.00195206,0.00050585,0,0.00192197,0,0.0009525,0,0.00132321,0.00078754,0.0009536,0,0.00101448,0,0,0,0,0,0.00328607,0.00019905,0,0,0.00042181,0.00112672,0,0.00105117,0.00065634,0,0,0,0.00205129,0,0.00133155,0,0.00085306,0.00101403,0,0.00125531,0,0,0,0,0,0.00072687,0.00051941,0,0,0,0,4.52E-05,5.27E-05,0.00205243,0.00154381,0,0.00119529,0.00130573,0.00075279,0.0012781,0.00175956,0,0,0.00050252,0,0,0,0,0,0.00018022,0,0,0.00089804,0,0,0,0,0,0,0,0,0,0.00059572,0.00019117,0,0.00018001,0,0.00115018,0,0,0,0,0,0.00073105,0,0,0,0,0,0,0,0,0,0,0.00061208,0,0,0.00042598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sample_5061,0,0.0185628,0,0,0,0.00157426,0,0,0,0,0.00193336,0.0015157,0.00279971,0.00122634,0,0.00254898,0,0,0.00035299,0,0.00216586,0.00110189,0.00148682,0.00065226,0,0,0,0,0.00221499,0.00101446,0,0.00062483,0,0,0,0,0,0,0.00051417,0,0,0.00146244,0.00060967,0.00032566,0.00071149,0,0,0,0,0,0.0003063,0.00115993,0,0,0,0.00047588,0.00058462,0,0.00028657,0,0,0.00032827,0,0,0.0001982,0,8.90E-05,0.0078524,0.0023751,0.00159583,0.00136607,0.0022102,0.00066167,0,0.00096286,0,0.00144568,0.00060154,0.00144166,0.00094604,0.00108757,0.00098388,0.00088958,0,0.00029004,0,0.00017216,0.00069921,0.00588061,0.00015614,0,0,0,0.00235979,0.00089536,0.00171455,0.00064046,0,0,0,0.00201516,0,0,0,0.0007678,0,0,0.00078381,0,0,0.00230636,0,0,0,0,0,0,0,0,4.87E-05,0,0,0.00110434,0,0,0.00146341,0,0.00059929,0.00222829,0.00086954,0.00071328,0,0,0,0,0,0,0,0,0,0.00069344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00113845,0,0,0.00025739,0,0,0,0.00036669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028922,0,0,0,0,0,0,0,0,0,0,0
Sample_5062,0.0079752,0.02067848,0.00108319,0,0,0.00277537,0.00178855,0,0,0.00170489,0.00204812,0.00108585,0.00170699,0.00203949,0,0.00198196,0,0.00195749,0,0,0.00134781,0.00082115,0,0.00056479,0.0008182,0,0.00035281,0.00158835,0.0014156,0.00173481,0.00120604,0.00058216,0,0,0,0,0,0,0,0,0,0,0,0.00034677,0.00068745,0.00059275,0,0,0,0.0005599,0.0001713,0.00045583,0,0,0,0,0.00050383,0.00029848,0.00032113,0.00027661,0,0.00026862,0,0,0.00022509,0,9.33E-05,0.00475059,0.00112009,0,0,0.00112923,0,0,0.0019715,0,0.00161519,0.00073292,0.0008986,0,0.00100987,0,0.00099948,0.00053994,0,0,0.00064548,0,0.00028693,0.00016827,0.00110551,0,0.00083311,0,0.00123604,0,0.00048131,0,0,0,0,0,0.00131397,0,0.00072476,0.00153547,0,0,0,0,0,0,0,0,0,0,0,0,0,5.31E-05,0,0,0,0,0,0.00180447,0.00080417,0.00100387,0,0,0,0.00052827,0,0,0.00047603,0.00029127,0,0,0,0,0.00074425,0.00055857,0,0,0,0,0,0,0,0.00054391,0,0.00014294,0.00024951,0,0.00098592,0,0,0,0.00036681,0,0,0,0,0,0,0,0,0.00017117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sample_5063,0.00563509,0.0126847,0,0,0,0.0018557,0,0,0,0.00087681,0,0,0,0.00101418,0,0.00097327,0,0,0,0,0.00350638,0,0.00152722,0.00049861,0,0,0,0,0,0.00132483,0,0.00060012,0,0,0.00427011,0.0004517,0,0.00087476,0,0,0,0.00107136,0.00088629,0,0.00040751,0,0,0,0.00077664,0.00030456,0.00014678,0.00642594,0,0,0.00022506,0,0,0.00019342,0,0.00025155,0,0.00033056,0,0,0,0,0,0.00950839,0.00683822,0,0.00097068,0.00119488,0,0,0.00080965,0.00199132,0.00055998,0.00315311,0,0,0.00078956,0,0,0,0,0,0,0.00132887,0.0002279,0.00011462,0.00356253,0,0.00044915,0.00058499,0,0.00174731,0,0,0,0,0,0,0,0,0.00078735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33E-05,0,0.00336883,0,0,0,0,0,0.00105199,0,0,0,0.00090701,0,0,0,0,0,0,0,0,0,0,0.00059228,0,0,0,0,0,0,0.00037541,0,0,0,0.00043435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
